,Buy and Hold Sharpe,Buy and Hold Total Return,Number of Trades,Strategy Sharpe,Strategy Total Return,Symbols
319,0.07210957261697587,0.36733150194322783,8.0,1.7383446825203608,0.2458177956015985,PVH
321,0.012096843720221056,0.07115080668998497,3.0,1.8779679573022559,0.18989561568090563,PXD
322,0.08261462482067598,0.26031086006389825,3.0,1.2307359857851123,0.05179985694290949,PX
324,-0.000740973988014807,-0.0040176208430666716,5.0,0.5878921657229351,0.09197577053529876,QCOM
325,0.040584629182378366,0.17697103902156464,5.0,2.014134819092109,0.19997793319700458,QRVO
327,-0.003579033642685764,-0.023009993845591326,4.0,1.5768146686729958,0.1728292797334152,REGN
328,-0.045131350182800345,-0.17307141770315304,1.0,0.03684823769297992,0.03684823769297992,REG
329,0.04915219440731592,0.2017594389426708,8.0,1.6697646879014492,0.11027636652173513,RE
332,0.11464239333192061,0.5577545038817358,3.0,3.90205367561586,0.14027151899052612,RHT
334,0.022296196409468255,0.13089674202793822,5.0,1.6881071933504908,0.1750609834530448,RL
335,0.10287704626899281,0.5062565452069897,1.0,0.016449623029472255,0.016449623029472255,RMD
337,0.09365503432534097,0.24338688058091462,15.0,0.8385965107482939,0.13211691424394004,AON
338,0.10309369915449541,0.3365993018839317,21.0,0.41354788297975176,0.1310701137864616,AOS
339,-0.04453254792962478,-0.3005808358015215,18.0,1.1612144040748553,0.5141016438613987,APA
340,0.00515439187643354,0.030800922097739214,16.0,0.950767892258819,0.30306660427460014,APC
341,0.054886356644129566,0.15631093040103838,24.0,1.3464216769132318,0.2797052238220302,APD
342,0.1190158735938778,0.29245951051267605,28.0,1.150897318890723,0.2909957550965524,APH
343,0.018064860667739765,0.0029006241327358406,1.0,0.01601931095018646,0.01601931095018646,APTV
344,0.04263396935089869,0.1299247108699737,1.0,-0.05561671373187194,-0.05561671373187194,ARE
346,0.09562147187841204,0.5828089880021153,2.0,20.856449198642323,0.06619345815887806,ATVI
347,-0.0209811947029986,-0.061801765023715705,14.0,0.6109296541185739,0.13141974555892957,AVB
348,0.06602955151572397,0.33456067867032846,3.0,2.9014121491960596,0.13078023542787454,AVGO
349,0.14533968967643887,0.48995437687503296,18.0,0.6879560979359286,0.2464184745212437,AVY
